doc_name,ClasstargetResult,ARI readability feature,Articles count,Auxiliary verbs count,Char Count,Coleman-Liau readability feature,Complete URL link count,Complete URL link count per length,Complete URL link count per section,Coordination conjunctions count,Correlative conjunctions count,Flesch Kincaid Readability Feature,Flesch Reading Ease Readability Feature,Gunning Fog Index readability feature,Images count,Images per length,Images per section,Images per subsection,Indefinite pronouns count,Interrogative pronouns count,Large paragraph count,Large phrase count,Large phrase rate,Largest phrase size,Largest section size,Lasbarhetsindex readability feature,Mean section size,Mean subsection size,Paragraph count,Phrase count,Prepositions count,Pronouns count,Relative URL link count,Relative URL link count per length,Relative URL link count per section,Relative pronoums count,SMOG Grading readability feature,Same page link count,Same page link count per length,Same page link count per section,Section count,Sentences starting with articles,Sentences starting with auxiliary verbs,Sentences starting with coordination conjunctions,Sentences starting with correlative conjunctions,Sentences starting with indefinite pronouns,Sentences starting with interrogative pronouns,Sentences starting with prepositions,Sentences starting with pronouns,Sentences starting with relative pronoums,Sentences starting with subordinating conjunctions,Sentences starting with to be verbs,Short phrase rate,Shortest section size,Standard deviation of the section size,Subordinating conjunctions count,Subsection count,To be verbs count,Word Count
204281,2.0c,15.042217875025962,337,74,27454,14.10578614880674,33,0.0012020106359729,33,151,9,14.287049689829566,33.339920011310795,15.216181412795686,9,0.0003278210825380637,9,9,32,24,0,154,0.40106951871657753,372,0,38.040453531989215,0,2791.4444444444443,1,187,615,197,206,0.007503460333649013,206,71,68.37583651472461,14,0.0005099439061703213,14,0,16,0,2,0,2,0,26,22,0,13,0,0.48128342245989303,0,0,92,9,99,4274
204637,5.0c,37.21474422583404,142,16,17205,37.70067664670658,20,0.0011624527753560012,20,44,5,21.138321214713432,-3.373390718562831,18.65911035072712,1,5.812263876780006e-05,1,1,22,8,0,50,0.17857142857142858,360,0,46.64777587681779,0,3091.8,1,56,185,27,136,0.007904678872420808,136,22,43.8656334834051,6,0.0003487358326068004,6,0,13,0,0,0,2,1,8,1,1,4,0,0.75,0,0,32,5,47,1670
205635,1.0c,5.508781116037749,66,20,7708,7.487068607068608,23,0.002983912817851583,23,55,1,8.811609908070086,54.63237558184463,9.73720923101454,1,0.00012973533990659055,1,1,10,3,0,66,0.336283185840708,153,0,24.34302307753635,0,948.5714285714286,1,113,135,22,52,0.006746237675142709,52,12,40.98683982644515,8,0.0010378827192527244,8,0,4,0,0,0,1,0,2,6,0,2,0,0.5398230088495575,0,0,27,7,20,1443
205707,2.0c,10.93343001596594,133,30,11152,11.238493879723258,10,0.000896700143472023,10,64,12,11.990894039382653,42.56091476849389,13.178586482171369,0,0,0,0,23,12,0,76,0.34,203,0,32.94646620542842,0,1179.5555555555557,1,100,238,100,78,0.006994261119081779,78,24,46.34743360338648,5,0.0004483500717360115,5,0,1,0,2,0,2,0,12,16,0,5,0,0.59,0,0,40,9,29,1879
206029,3.0c,15.051623479330608,117,18,11994,14.430810372771475,15,0.001250625312656328,15,67,2,13.68575188924255,36.66345863193459,15.53312374294585,4,0.00033350008337502084,4,4,12,1,0,61,0.4578313253012048,199,0,38.832809357364624,0,1862.8333333333333,1,83,210,100,62,0.005169251292312823,62,25,46.02324952859791,44,0.00366850091712523,44,0,1,0,0,0,0,0,5,5,0,1,0,0.4939759036144578,0,0,42,6,38,1851
206337,5.0c,13.336286382637702,539,43,32930,14.416581602373885,48,0.0014576374126935923,48,229,4,12.91977131119727,35.29381235244429,13.64662435833568,13,0.0003947767992711813,13,13,45,15,0,223,0.3832116788321168,358,0,34.1165608958392,0,2359.5384615384614,1,274,663,55,370,0.011235955056179777,370,34,74.09852319141376,46,0.0013969025204980262,46,0,59,0,2,1,8,0,20,10,0,5,0,0.49635036496350365,0,0,60,13,88,5055
206442,5.0c,12.617838111715272,540,85,33347,10.269375432525951,10,0.0002998770504093322,10,252,3,12.230632723677708,50.63053633217993,13.631240731586752,2,5.9975410081866435e-05,2,2,73,36,0,216,0.33613445378151263,379,0,34.07810182896688,0,2533.9166666666665,1,238,726,277,262,0.007856778720724503,262,87,79.02631123499285,127,0.0038084385401985182,127,0,21,0,2,0,0,0,18,30,0,7,0,0.5462184873949579,0,0,111,12,105,5780
206947,5.0c,8.679664627930684,233,60,16060,10.325155963302755,20,0.0012453300124533,20,65,12,10.047230886850157,49.99299108053009,11.486748216106015,6,0.0003735990037359901,6,6,41,7,0,122,0.3944444444444444,236,0,28.716870540265035,0,1856.75,1,180,379,78,126,0.00784557907845579,126,44,55.20153254455275,20,0.0012453300124533,20,0,12,0,0,1,3,2,16,17,2,7,0,0.4722222222222222,0,0,55,8,68,2725
207036,4.0c,17.243452007806496,64,11,6056,15.794923413566742,29,0.004788639365918098,29,46,2,14.506854929327575,35.053879295049995,15.52659530427583,2,0.00033025099075297226,2,2,25,1,0,31,0.3783783783783784,154,0,38.816488260689574,0,733.5714285714286,1,37,106,26,63,0.010402906208718626,63,5,33.232432915661946,3,0.0004953764861294584,3,0,4,0,0,0,7,0,2,4,0,2,0,0.5405405405405406,0,0,20,7,23,914
207068,2.0c,11.94470855985046,184,43,14406,11.5763856427379,26,0.001804803554074691,26,91,6,11.60860322760156,48.30937167358704,12.715660003139137,2,0.00013883104262113008,2,2,31,26,0,98,0.4017094017094017,243,0,31.789150007847837,0,1707.25,1,117,326,169,95,0.006594474524503679,95,51,51.948953002081666,14,0.0009718172983479104,14,0,7,0,0,0,1,2,8,22,2,9,0,0.5042735042735043,0,0,50,8,46,2396
207227,2.0c,14.35263054877226,331,43,29691,15.191994134897364,58,0.0019534539085918293,58,142,5,13.438152798040104,33.196611125175735,14.537727267801928,2,6.73604796066148e-05,2,2,32,26,0,178,0.3799126637554585,334,0,36.34431816950482,0,2593,1,229,553,158,254,0.00855478091004008,254,54,69.58077800686922,19,0.0006399245562628406,19,0,22,0,0,0,4,0,28,18,0,5,0,0.5502183406113537,0,0,63,11,83,4433
208430,5.0c,12.52039153668791,542,153,46385,12.14174125412541,102,0.002198986741403471,102,212,32,13.03038347122384,38.60536308151367,13.4023599620236,17,0.0003664977902339118,17,17,118,15,0,283,0.3698630136986301,453,0,33.505899905058996,0,6288.714285714285,1,365,1018,185,292,0.0062951385146060145,292,71,90.03447592764606,154,0.003320038805648378,154,0,18,0,3,2,10,0,18,30,0,12,0,0.5205479452054794,0,0,151,7,127,7575
210213,4.0c,8.187792353472716,334,61,28456,10.120981210855952,52,0.0018273826258082657,52,152,3,10.287837534664884,46.77115897547753,10.470968747078803,10,0.0003514197357323587,10,10,48,15,0,215,0.3761194029850746,315,0,26.177421867697007,0,3005.8888888888887,1,335,560,151,334,0.01173741917346078,334,42,72.2098258919931,102,0.003584481304470059,102,0,18,0,6,0,2,0,25,16,1,2,0,0.5432835820895522,0,0,49,9,57,4790
210280,3.0c,0.8754874900669591,138,32,35253,3.258723784750451,16,0.0004538620826596318,16,108,8,9.471169658607296,37.39799438963655,5.375361866545521,2,5.673276033245398e-05,2,2,23,10,0,404,0.34953271028037386,323,0,13.438404666363802,0,2608,1,1070,236,35,68,0.001928913851303435,68,21,81.42831121476479,12,0.00034039656199472384,12,0,9,0,3,0,1,0,9,2,0,7,0,0.4710280373831776,0,0,54,13,34,6151
210494,2.0c,9.530203733715638,423,40,27941,7.967294676806084,34,0.001216849790630257,34,160,5,10.889772486442684,55.384376363523046,11.573521161877457,4,0.00014315879889767726,4,4,33,13,0,182,0.29508196721311475,711,0,28.933802904693636,0,2738.6,1,244,556,189,451,0.01614115457571311,451,43,75.52585745787498,8,0.0002863175977953545,8,0,27,0,3,0,3,0,19,25,1,8,0,0.6434426229508197,0,0,64,10,64,5260
211899,3.0c,9.725876693624258,619,53,33053,9.759056308654843,8,0.00024203551871237105,8,250,8,10.939245447721396,50.016402689419294,11.8349203330016,14,0.00042356215774664934,14,14,48,12,0,258,0.32247557003257327,349,0,29.587300832504,0,1813.9411764705883,1,307,782,81,239,0.007230811121532085,239,42,78.85512507405153,122,0.0036910416603636582,122,0,35,0,1,2,10,1,42,15,1,4,0,0.5439739413680782,0,0,52,17,137,5754
212187,5.0c,12.723210413179032,332,60,30393,10.49833747372444,36,0.0011844832691738228,36,189,10,13.520682834299524,41.077842845959,13.7813781910439,4,0.00013160925213042478,4,4,42,16,0,189,0.2764976958525346,651,0,34.45344547760975,0,2417.6666666666665,1,217,587,228,281,0.00924554996216234,281,50,75.3394774656273,97,0.0031915243641628004,97,0,22,0,1,0,3,0,23,21,1,5,0,0.6129032258064516,0,0,86,12,62,5233
214233,4.0c,11.865903377391518,283,74,26483,9.665126139495444,27,0.0010195219574821585,27,171,3,12.47133179145676,47.86789488038028,12.924273263710967,4,0.0001510402899973568,4,4,31,23,0,172,0.2864321608040201,485,0,32.31068315927742,0,3073.5,1,199,503,310,325,0.01227202356228524,325,45,71.6804193347711,53,0.0020012838424649775,53,0,13,0,1,0,0,0,16,32,0,5,0,0.6080402010050251,0,0,79,8,83,4717
214799,5.0c,13.841140611024803,220,42,15179,10.170951293759517,13,0.0008564464062191185,13,86,6,14.225272325001177,41.329660358706406,14.581405639504778,1,6.588049278608604e-05,1,1,51,11,0,87,0.26804123711340205,243,0,36.45351409876194,0,1742.5,1,97,296,114,92,0.006061005336319916,92,37,54.264022471905186,42,0.0027669806970156137,42,0,9,0,0,0,0,0,3,8,1,4,0,0.6185567010309279,0,0,58,8,52,2628
216017,5.0c,13.673998707548826,309,44,23265,11.364651103129807,18,0.0007736943907156673,18,169,4,14.135237155048678,37.66152113060252,14.475845451416175,4,0.00017193208682570385,4,4,24,19,0,146,0.36075949367088606,309,0,36.189613628540435,0,3056.4285714285716,1,158,447,123,196,0.00842467225445949,196,41,65.43396511515186,106,0.004556200300881152,106,0,12,0,0,0,1,0,12,10,0,9,0,0.5189873417721519,0,0,77,7,68,3898
216169,3.0c,11.301420409540576,446,92,33305,10.907292186942565,15,0.00045038282540159135,15,191,9,13.132892079270407,36.95288057148673,13.946180922709168,0,0,0,0,47,24,0,212,0.36462093862815886,433,0,34.865452306772916,0,3357.4444444444443,1,277,756,253,246,0.007386278336586098,246,105,77.87322618933953,148,0.0044437772106290345,148,0,13,0,1,3,4,1,23,22,1,9,0,0.5342960288808665,0,0,104,9,91,5606
216855,5.0c,13.850971449758989,396,78,27417,11.69567318251702,14,0.000510632089579458,14,215,14,13.967111475595676,38.52422802287987,15.150501737009035,5,0.000182368603421235,5,5,64,22,0,151,0.43548387096774194,373,0,37.87625434252259,0,3639.857142857142,1,186,585,181,119,0.004340372761425393,119,58,70.47592163134935,28,0.001021264179158916,28,0,18,0,2,0,4,0,15,16,0,8,0,0.4946236559139785,0,0,99,7,110,4553
216965,4.0c,13.471720238851477,115,23,11442,12.75022678185745,16,0.0013983569306065373,16,62,1,12.455143946131368,44.57264096048789,14.02846906365138,2,0.00017479461632581716,2,2,17,11,0,67,0.3411764705882353,181,0,35.07117265912845,0,1817.5,1,85,261,122,77,0.006729592728543961,77,31,46.034869582700026,14,0.0012235623142807202,14,0,1,0,0,0,1,0,8,16,0,3,0,0.5764705882352941,0,0,36,6,46,1852
217513,3.0c,14.694848539670332,594,112,45056,13.430079742585338,36,0.0007990056818181819,36,279,13,14.779385190545549,30.572031401234767,16.34189450045479,5,0.00011097301136363636,5,5,69,20,0,266,0.3941368078175896,459,0,40.85473625113697,0,4250.2,1,307,1069,285,293,0.006503018465909091,293,77,87.545845551393,35,0.0007768110795454545,35,0,23,0,2,1,4,0,36,38,0,11,0,0.48534201954397393,0,0,129,10,138,7148
218181,4.0c,7.128134057359048,1543,354,100439,9.80166174036415,30,0.00029868875635958144,30,607,52,9.422136938823767,49.031493520926944,10.801456879370336,27,0.0002688198807236233,27,27,138,68,0,751,0.34714285714285714,667,0,27.003642198425837,0,24385.25,1,1400,2086,542,271,0.002698155099114886,271,258,133.06152390311286,396,0.003942691583946475,396,0,68,4,16,3,6,4,66,46,1,17,2,0.5814285714285714,0,0,234,4,418,16916
218299,4.0c,15.079739777176457,381,74,25118,13.49770138017566,25,0.0009953021737399476,25,120,13,15.24923772883252,28.49051665885628,17.090489939683454,4,0.0001592483477983916,4,4,56,14,0,149,0.3614457831325301,357,0,42.726224849208634,0,2385.3,1,166,566,113,209,0.00832072617246596,209,46,66.12685640834653,10,0.000398120869495979,10,0,13,0,1,0,3,0,24,12,0,17,0,0.4879518072289157,0,0,109,10,74,3985
218754,4.0c,10.864157679194086,735,198,43218,9.548969760439846,13,0.00030080059234578185,13,385,29,11.212400209302745,53.32836158684799,12.319901611348463,11,0.0002545235781387385,11,11,113,28,0,300,0.3465909090909091,697,0,30.79975402837116,0,3261,1,352,904,121,203,0.004697116942014901,203,72,90.40137298692738,9,0.0002082465639316951,9,0,50,1,10,0,14,1,26,20,1,17,1,0.53125,0,0,177,13,157,7639
219620,2.0c,12.23637555665512,45,5,4331,14.676854103343462,12,0.002770722696836758,12,26,1,11.664533116561817,38.68885382059804,11.956796493956316,0,0,0,0,9,1,0,24,0.3023255813953488,112,0,29.89199123489079,0,600,1,43,57,15,52,0.012006465019625953,52,5,28.65151067676132,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0.5581395348837209,0,0,8,3,10,658
222324,1.0c,19.796987951807225,22,1,1254,21.21234939759036,6,0.004784688995215311,6,9,0,13.756716867469883,33.391822289156636,15.528915662650604,1,0.0007974481658692185,1,1,3,0,0,6,375,52,0,38.82228915662651,0,0,1,8,17,2,17,0.013556618819776716,17,1,15.884098726725126,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,0,3,166
222568,5.0c,12.651890702761392,456,83,42009,12.113589141599416,30,0.0007141326858530315,30,325,11,13.769554865542002,33.92151168997546,14.485116377322834,7,0.000166630960032374,7,7,76,30,0,211,0.3900928792569659,524,0,36.21279094330709,0,5070625,1,323,878,349,140,0.00333261920064748,140,94,85.55301327026167,105,0.0024994644004856102,105,0,6,2,8,1,2,1,12,20,1,9,1,0.5263157894736842,0,0,101,8,117,6815
222788,3.0c,12.512268434608416,146,36,11494,11.62685729275971,32,0.002784061249347486,32,72,7,12.686741152341892,42.68218747018983,13.112744443384528,4,0.0003480076561684357,4,4,13,19,0,77,0.3181818181818182,246,0,32.78186110846132,0,933.5,1,88,218,91,101,0.008787193318253,101,45,46.657759905886145,64,0.005568122498694972,64,0,6,1,0,0,0,1,3,6,1,3,0,0.5795454545454546,0,0,44,10,45,1906
222902,2.0c,119.3560787280921,1537,79,414947,8.729423807349153,21,5.060887294039962e-05,21,1911,13,96.7533285006618,-167.59733389347883,102.52549938965132,7,1.686962431346654e-05,7,7,333,39,0,269,0.1752021563342318,12587,0,256.31374847412826,0,51532.5,1,371,2950,171,171,0.0004121008225146826,171,71,302.6314402728792,18928,0.04561546414361352,18928,0,25,0,1,1,3,0,15,11,0,3,0,0.8247978436657682,0,0,181,8,108,89779
223640,3.0c,10.439026122909226,227,36,18639,10.82568051118211,21,0.0011266698857234831,21,125,16,10.862664912610413,49.97606840819398,11.403044540499906,1,5.365094693921348e-05,1,1,33,24,0,151,0.34705882352941175,223,0,28.507611351249764,0,3508.2,1,170,396,143,117,0.006277160791887977,117,37,58.94640292279746,93,0.004989538065346854,93,0,9,1,1,0,0,3,4,17,3,5,0,0.3764705882352941,0,0,60,5,73,3130
224148,3.0c,12.45541237246485,379,59,25793,11.635193834656704,33,0.0012794168960570697,33,115,13,12.822176905076528,41.45915081009909,14.893817053506677,4,0.00015508083588570542,4,4,56,17,0,149,0.2964824120603015,424,0,37.23454263376669,0,2986875,1,199,525,100,173,0.00670724615205676,173,44,68.43699259593154,0,0,0,0,27,0,5,0,5,0,11,15,0,6,0,0.6381909547738693,0,0,78,8,102,4282
224173,3.0c,12.994109309463738,438,85,35413,12.833215485239528,50,0.0014119108801852428,50,209,8,13.391890889806678,35.68845992254171,15.0446973821653,4,0.00011295287041481942,4,4,72,38,0,239,0.38181818181818183,404,0,37.61174345541325,0,3284.7,1,275,705,347,155,0.004376923728574253,155,104,78.21303078589507,66,0.0018637223618445204,66,0,24,0,3,0,2,1,27,36,1,6,1,0.5345454545454545,0,0,86,10,123,5657
224443,5.0c,9.974505075410868,621,122,47498,12.29411733545226,55,0.001157943492357573,55,320,26,10.768702702033298,43.522723628183314,11.21505578857661,13,0.0002736957345572445,13,13,141,18,0,316,0.3931297709923664,418,0,28.037639471441523,0,11502.5,1,524,920,168,301,0.006337108930902354,301,81,89.89649014776144,129,0.00271590382752958,129,0,46,0,3,0,10,0,13,18,0,6,0,0.5133587786259542,0,0,146,4,178,7551
224478,4.0c,13.143000186521576,519,142,54697,14.20896963901506,107,0.0019562316031957877,107,338,29,13.372633380007516,31.936429559204868,13.498641124593789,8,0.00014626030678099348,8,8,151,34,0,341,0.34725274725274724,566,0,33.74660281148447,0,2828.2631578947367,1,455,824,269,282,0.00515567581403002,282,91,94.465840618233,28,0.0005119110737334772,28,0,37,0,14,2,7,1,16,38,2,22,0,0.5582417582417583,0,0,171,19,185,8366
225607,4.0c,11.240950011059496,72,11,6903,12.775620437956205,5,0.0007243227582210633,5,37,3,12.182349037823492,37.29846162353465,12.372351249723517,3,0.000434593654932638,3,3,19,3,0,45,0.4090909090909091,160,0,30.930878124308784,0,1538,1,66,110,32,113,0.01636969433579603,113,7,36.1058907144937,0,0,0,0,4,0,1,0,2,0,2,3,0,4,0,0.5303030303030303,0,0,21,3,16,1096
225970,2.0c,14.624283991558634,117,20,8904,13.822487419122933,4,0.0004492362982929021,4,58,4,13.99434625820366,34.69015856543217,15.070527121356186,0,0,0,0,18,13,0,57,0.3709677419354839,142,0,37.67631780339046,0,1322,1,62,160,79,54,0.006064690026954178,54,26,40.296112397943034,0,0,0,0,5,0,0,2,4,1,9,10,1,5,0,0.43548387096774194,0,0,54,6,4,1391
227244,4.0c,15.620167049204817,785,66,47015,12.869241171064726,25,0.0005317451877060512,25,354,19,15.181554874984723,33.00015537613234,16.886671646453262,17,0.0003615867276401148,17,17,98,20,0,262,0.3724137931034483,497,0,42.21667911613315,0,5533.25,1,290,1075,149,380,0.00808252685313198,380,75,90.27542609463444,8,0.0001701584600659364,8,0,51,0,3,0,14,0,30,21,0,9,0,0.506896551724138,0,0,115,8,134,7617
227254,2.0c,35.02360655737705,3,1,392,16.048196721311474,0,0,0,1,0,31.026229508196725,-18.73245901639342,34.89180327868853,0,0,0,0,0,0,0,0,0,0,0,87.22950819672131,0,92,1,1,3,1,6,0.015306122448979591,6,0,10.810249675906654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61
227494,5.0c,13.737402093683926,230,28,18404,11.886718286655686,4,0.00021734405564007825,4,147,2,14.254691590239856,35.427859746526735,15.054936501965262,0,0,0,0,20,11,0,116,0.30708661417322836,254,0,37.63734125491315,0,3494,1,127,379,149,167,0.009074114322973267,167,30,58.09083408335728,144,0.007824386003042817,144,0,6,0,1,0,3,0,8,25,0,2,0,0.5354330708661418,0,0,49,5,61,3035
227533,4.0c,6.0897900441077475,136,35,11827,9.041743119266055,19,0.0016064936163016825,19,68,9,8.895936282689899,50.39552365131112,9.545728703562396,4,0.0003382091823793016,4,4,33,0,0,97,0.30569948186528495,193,0,23.864321758905987,0,1017.7272727272727,1,193,196,39,114,0.009638961697810096,114,14,48.50824101193101,10,0.000845522955948254,10,0,9,0,0,0,3,0,9,12,0,4,0,0.6269430051813472,0,0,40,11,31,2071
227879,4.0c,13.427387083445524,417,58,25914,13.264866780738204,41,0.001582156363355715,41,115,10,12.901503064173308,39.55265406172026,13.81136554551467,9,0.00034730261634637646,9,9,50,16,0,143,0.3604060913705584,350,0,34.528413863786675,0,3077.5,1,197,523,157,164,0.00632862545342286,164,65,66.96092557178953,31,0.0011962645674152969,31,0,21,0,0,0,2,2,11,14,2,14,0,0.5532994923857868,0,0,73,8,60,4091
229654,1.0c,10.290277777777774,33,10,2609,11.24032407407407,0,0,0,13,0,11.689940740740742,42.02913333333336,13.671259259259262,0,0,0,0,2,1,0,21,0.4,71,0,34.17814814814815,0,175,1,25,61,19,37,0.014181678804139517,37,12,23.784609690826528,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,0.24,0,0,8,1,15,432
230932,1.0c,12.670215526590807,103,7,6341,11.091881371640405,13,0.002050149818640593,13,42,0,12.501495080156964,46.3228115078974,14.521254905053931,1,0.00015770383220312253,1,1,3,3,0,42,0.2553191489361702,135,0,36.30313726263483,0,1469.75,1,47,161,57,70,0.011039268254218578,70,11,35.848135411313685,0,0,0,0,0,0,0,0,0,0,21,5,0,4,0,0.5319148936170213,0,0,17,4,21,1079
231223,4.0c,13.851571057138727,250,14,12978,12.595519696250594,14,0.0010787486515641857,14,65,3,13.36320520624832,40.046341413714146,14.989061307030395,3,0.0002311604253351826,3,3,17,9,0,79,0.43478260869565216,251,0,37.47265326757599,0,1164,1,92,300,56,171,0.013176144244105409,171,25,48.902069670114,4,0.0003082139004469102,4,0,14,0,1,1,3,0,13,11,0,2,0,0.44565217391304346,0,0,38,10,34,2107
231249,3.0c,14.162247384559883,189,68,13995,13.138892857142856,9,0.0006430868167202572,9,73,7,14.184510281385284,33.666575577200604,16.139790764790767,2,0.0001429081814933905,2,2,31,4,0,90,0.42424242424242425,217,0,40.349476911976915,0,2137.8333333333335,1,99,296,108,53,0.003787066809574848,53,38,50.32863826479693,31,0.0022150768131475526,31,0,7,0,1,0,4,0,5,4,0,9,0,0.3838383838383838,0,0,44,6,75,2240
233217,3.0c,11.32191063022843,171,40,11782,9.74015857760692,25,0.002121880835172297,25,79,0,11.650469532327818,51.389228917032256,12.85250784104003,5,0.00042437616703445936,5,5,24,11,0,83,0.3870967741935484,191,0,32.13126960260007,0,945.2727272727273,1,93,272,88,94,0.007978271940247837,94,28,48.617978911828175,28,0.002376506535392972,28,0,10,0,1,0,2,0,7,17,0,2,0,0.5698924731182796,0,0,44,11,37,2081
235554,1.0c,16.023461744606728,69,10,5537,13.628006833712988,10,0.001806032147372223,10,47,4,14.734707222296668,35.41660056277638,16.251963017553262,0,0,0,0,16,2,0,32,0.4411764705882353,181,0,40.62990754388316,0,803.8,1,34,107,39,32,0.0057793028715911144,32,16,32.63106478005811,2,0.00036120642947444465,2,0,6,1,1,0,0,0,2,3,0,3,1,0.4705882352941176,0,0,26,5,24,878
235869,3.0c,11.898698981407115,717,136,48922,10.52123387482083,33,0.000674543150320919,33,267,30,12.571052596801902,44.592506607638455,13.35454351384046,3,6.1322104574629e-05,3,3,99,61,0,299,0.3776595744680851,557,0,33.38635878460115,0,3661.6153846153848,1,376,1042,323,507,0.0103634356731123,507,146,94.498633869583,30,0.0006132210457462901,30,0,45,1,6,1,3,5,35,26,4,14,0,0.5319148936170213,0,0,171,13,156,8372
236104,5.0c,14.991511738176529,759,70,54334,13.399196543267545,49,0.0009018294254058232,49,287,11,14.957133867911292,30.54907788410239,15.293335047437171,35,0.0006441638752898738,35,35,66,18,0,296,0.3613445378151261,503,0,38.23333761859293,0,3723.5,1,357,1144,157,543,0.009993742408068612,543,65,95.53647929330356,88,0.001619612029300254,88,0,32,0,3,1,5,0,39,22,0,11,0,0.5434173669467787,0,0,123,14,186,8563
236856,5.0c,14.893734979679536,312,80,23111,14.51035724331927,23,0.000995197092293713,23,137,18,13.306095450113473,38.510188708550146,14.574840585712684,4,0.0001730777551815153,4,4,50,12,0,139,0.3987730061349693,253,0,36.43710146428171,0,3435.3333333333335,1,163,469,169,124,0.005365410410626974,124,95,62.62382074305537,53,0.0022932802561550776,53,0,14,0,3,0,5,1,10,15,1,6,0,0.48466257668711654,0,0,65,6,101,3555
237585,3.0c,14.927681824001112,147,60,15462,14.156268161062684,18,0.0011641443538998836,18,110,11,15.36506255746558,25.00269817623169,16.77646675434411,0,0,0,0,31,4,0,95,0.3644859813084112,232,0,41.94116688586027,0,1428.3,1,107,301,36,89,0.005756047083171647,89,18,52.08156476723211,13,0.000840770922261027,13,0,13,0,0,1,5,0,5,10,0,7,0,0.4672897196261682,0,0,52,10,47,2409
237925,2.0c,14.358580472825167,193,34,16051,13.318637612877891,35,0.002180549498473615,35,97,4,13.585024924280669,38.16906691696116,15.394033596948791,1,6.230141424210329e-05,1,1,31,14,0,85,0.3392857142857143,353,0,38.485083992371976,0,1881125,1,112,332,82,96,0.005980935767241916,96,37,53.46781152378217,2,0.00012460282848420658,2,0,2,0,1,0,3,0,14,5,0,9,0,0.5714285714285714,0,0,44,8,42,2547
238115,3.0c,13.992145635563787,181,77,19112,13.259857374392222,22,0.001151109250732524,22,88,8,14.947721115999077,27.14291531604539,15.880736281546657,2,0.00010464629552113857,2,2,20,13,0,115,0.32142857142857145,312,0,39.70184070386664,0,2049.777777777778,1,140,362,75,135,0.007063624947676852,135,39,58.54277630799526,39,0.002040602762662202,39,0,13,0,3,0,0,0,5,15,0,7,0,0.5571428571428572,0,0,75,9,66,3085
238199,4.0c,9.338844598273312,126,26,9635,8.117240802675589,18,0.001868188894654904,18,31,4,12.593741930465896,41.926510850120565,12.335267428897358,0,0,0,0,18,8,0,58,0.26744186046511625,283,0,30.838168572243394,0,1537.5,1,86,157,29,58,0.006019719771665801,58,26,45.35563716909474,20,0.0020757654385054488,20,0,3,0,0,0,1,0,1,2,0,4,0,0.6511627906976745,0,0,23,6,18,1794
238508,4.0c,14.04478228962818,103,28,10463,11.62099885844749,20,0.0019114976584153683,20,72,1,15.467718199608612,28.74538356164385,15.76485322896282,1,9.557488292076844e-05,1,1,19,5,0,63,0.32857142857142857,204,0,39.412133072407045,0,1164375,1,70,184,35,144,0.013762783140590653,144,12,44.8568990729127,23,0.0021982223071776736,23,0,3,0,1,0,2,1,4,8,1,4,0,0.5714285714285714,0,0,46,8,28,1752
239076,5.0c,12.81028633171259,284,70,19178,12.60646677471637,8,0.00041714464490562103,8,143,5,13.116380875202594,37.65617044840627,13.970588870880604,7,0.0003650015642924184,7,7,31,6,0,124,0.48,272,0,34.92647217720151,0,2543.1428571428573,1,150,345,72,98,0.005110021900093857,98,36,58.54277630799526,24,0.001251433934716863,24,0,15,0,3,0,5,1,7,13,1,18,0,0.4066666666666667,0,0,87,7,60,3085
239863,2.0c,14.260698729227755,158,76,12420,14.34086753246753,12,0.000966183574879227,12,73,7,14.476554671135316,28.13998100823909,15.947102360005584,0,0,0,0,47,15,0,77,0.3225806451612903,259,0,39.86775590001396,0,1980,1,93,211,75,35,0.002818035426731079,35,32,46.87482193696061,0,0,0,0,6,0,3,0,0,0,11,9,0,1,0,0.5161290322580645,0,0,42,6,45,1925
240090,1.0c,12.15381147540984,304,18,17970,12.36341530054645,33,0.0018363939899833056,33,118,6,12.51965792349727,40.070150819672136,13.955540983606555,4,0.00022259321090706732,4,4,24,5,0,132,0.3466666666666667,278,0,34.88885245901639,0,2204.5,1,150,419,59,207,0.011519198664440736,207,23,57.11099703387473,0,0,0,0,33,0,0,0,0,0,18,17,1,4,0,0.5333333333333333,0,0,52,8,78,2928
240267,5.0c,10.034433365638913,247,41,19773,8.870619938564644,10,0.0005057401507105649,10,124,10,11.17374129802717,52.4709669251113,11.933282520492142,3,0.00015172204521316947,3,3,34,25,0,141,0.3235294117647059,355,0,29.83320630123035,0,4585.5,1,170,365,182,248,0.01254235573762201,248,53,62.84145720150872,69,0.003489607039902898,69,0,9,0,1,0,0,0,7,18,1,3,0,0.5882352941176471,0,0,68,4,57,3581
240378,2.0c,15.351043388429744,346,74,27362,6.59224173553719,29,0.0010598640450259485,29,148,14,15.59248209366391,47.92645041322315,17.40567493112948,12,0.0004385644324245304,12,12,56,10,0,144,0.13125,1218,0,43.51418732782369,0,3658.285714285714,1,160,481,117,532,0.019443023170820847,532,38,79.2102355330306,9,0.0003289233243183978,9,0,13,0,0,0,0,1,10,12,1,15,0,0.81875,0,0,112,7,76,5808
