doc+AF8-name,Sentences starting with a Correlativeconjunctions,Images per subsection,Relativepronouns Count,Large Phrase Count,Images count,Tobeverbs Count,Lasbarhetsindex Readability Feature,Phrase count,Relative URL link Count per length,Mean subsection size,Prepositions Count,Standard deviation of the section size,Largest Phrase Count,Relative URL link Count,Short phrase rate,Sentences starting with a Subordinatingconjunctions,Flesch Reading Ease Readability Feature,Relative URL link Count per section,Sentences starting with a Pronouns,Sentences starting with a Prepositions,Same page link count per section,Sentences starting with a Relativepronouns,Same page link Count,Complete URL link Count per length,Largest phrase size,Coleman+AC0-Liau Readability Feature,Mean section size,Articles Count,Sentences starting with a Tobeverbs,Preposition Count,Sentences starting with a Coordinatingconjunctions,Complete URL link Count per section,Images per section,Section Count,Pronouns Count,Subsection Count,Smog Grading Readability Feature,Auxiliaryverbs Count,ARI Readability Feature,Coordinatingconjunctions Count,Sentences starting with an Auxiliaryverbs,Complete URL link Count,Preposition Count en,Large Paragraph Count,Correlativeconjunctions Count,Flesch Kincaid Readability Feature,Sentences starting with an Indefinitepronouns,Largest Phrase Count en,Largest section size,Images per length,Paragraph Count,Interrogativepronouns Count,Gunning Fog Index Readability Feature,Sentences starting with an Interrogativepronouns,Shortest section size,Subordinatingconjunctions Count,Same page link count per length,Indefinitepronouns Count,Large phrase rate,Sentences starting with an Articles
12384036,0,0,0,3,0.0,1,26.478855721393032,12,0.015873015873015872,207.0,5,0,3,7,0.5,0,31.967916666666696,7,0,0,0,0,0,0.0045351473922902496,27,10.091940298507463,0,2,0,0,0,2,0,0,0,1,11.18535277187245,0,6.397935323383084,3,0,2,0,0,0,10.1875,0,3,0,0.0,1,0,10.591542288557214,0,0,0,0.0,0,0.16666666666666666,0
1238408,0,1,4,16,0.00036927621861152144,9,43.875402128186096,18,0.011078286558345642,83.0,67,0,16,30,0.3888888888888889,0,38.50658933432322,30,5,1,0,0,0,0.00036927621861152144,116,12.220356347438756,0,32,0,0,0,1,1,0,22,1,24.18962010041709,6,14.486832467211087,19,0,1,0,0,0,14.085326651818857,0,16,0,0.00036927621861152144,1,0,17.550160851274438,0,0,7,0.0,0,0.5,0
12386,1,14,111,278,0.0003108003108003108,107,32.94038766940888,389,0.006304806304806305,3858.7272727272725,790,0,278,284,0.5501285347043702,13,36.43010618651246,284,20,10,72,0,72,0.0008214008214008214,449,12.118922401974224,0,696,0,7,6,37,14,0,243,11,88.4049178911847,107,11.622845329083376,216,0,37,7,0,20,12.836241182843526,5,278,0,0.0003108003108003108,1,18,13.176155067763553,0,0,122,0.0015984015984015984,95,0.3393316195372751,39
1239211,0,0,12,59,0.0,16,38.513537005758536,63,0.0,0,241,0,59,0,0.4603174603174603,9,34.329011961557086,0,2,8,0,0,0,0.0,220,13.029595519601742,0,192,0,2,0,0,0,0,46,0,43.08740450565489,11,15.396880512835708,67,0,0,2,0,7,14.808001896464877,1,59,0,0.0,1,10,15.405414802303415,1,0,41,0.0,21,0.36507936507936506,10
12392180,0,1,44,102,6.264094211976948e+AC0-05,87,33.410803836603534,138,0.004134302179904786,2476.0,395,0,102,66,0.463768115942029,5,47.86760297482837,66,3,18,29,0,29,0.0,234,11.06219111608809,0,302,0,0,3,0,1,0,75,6,54.75905717843013,51,11.062949510686984,106,0,0,0,0,7,11.405499050586691,2,102,0,6.264094211976948e+AC0-05,1,4,13.364321534641414,0,0,52,0.001816587321473315,36,0.41304347826086957,10
1239743,0,0,3,32,0.0,5,30.804552590266876,49,0.015188335358444714,1781.0,32,0,32,50,0.40816326530612246,3,22.633571428571457,50,2,3,0,0,0,0.0015188335358444715,61,12.094692307692306,0,18,0,0,0,5,0,0,6,1,25.80350850198276,0,8.504930141287282,9,0,5,0,0,0,12.738775510204079,0,32,0,0.0,1,2,12.321821036106751,0,0,10,0.0,1,0.2857142857142857,0
12403091,0,0,0,3,0.0,1,18.72121212121212,10,0.018779342723004695,165.0,6,0,3,8,0.4,0,50.16327272727273,8,0,0,0,0,0,0.004694835680751174,29,10.491212121212122,0,3,0,0,0,2,0,0,0,1,11.12403840463596,0,6.5718181818181804,1,0,2,0,0,0,7.90218181818182,0,3,0,0.0,1,0,7.488484848484848,0,0,0,0.0,0,0.2,0
12415950,1,4,24,52,0.0004549073126350506,34,39.95860403131768,58,0.008188331627430911,792.7,194,0,52,72,0.5172413793103449,1,37.675015527950336,72,9,6,7,0,7,0.001364721937905152,224,12.665762594893032,0,103,0,0,0,12,4,0,64,10,41.06573262134856,23,14.861917612622257,57,0,12,0,0,5,14.210832797886773,1,52,0,0.0004549073126350506,1,3,15.983441612527072,0,0,17,0.0007960877971113385,20,0.3448275862068966,6
1241830,1,5,87,227,0.000130910614232602,109,34.769673478975804,297,0.004948421217992355,5194.0,762,0,227,189,0.5185185185185185,13,36.1345436927414,189,15,12,108,2,108,0.0008116458082421322,400,12.048716085271312,0,474,0,3,5,31,5,0,393,7,81.689262291624,57,12.488065098661025,281,0,31,3,0,18,13.398628729151984,2,227,0,0.000130910614232602,1,31,13.907869391590323,2,0,137,0.0028276692674242027,92,0.4107744107744108,14
1241977,0,0,17,102,0.0,60,28.709882100217918,149,0.008284563350307821,1614.5714285714287,253,0,102,109,0.4966442953020134,7,46.6203253574555,109,3,7,4,0,4,0.0009880671885688227,232,11.096008325624421,0,178,0,1,1,13,0,0,48,7,49.49731175025068,33,9.05171718331895,100,0,13,1,0,15,10.361433112516998,2,102,0,0.0,1,4,11.483952840087168,0,0,43,0.0003040206734057916,16,0.3691275167785235,18
12424727,0,0,0,3,0.0,1,20.333333333333336,9,0.017167381974248927,148.0,6,0,3,8,0.4444444444444444,0,52.864666666666665,8,0,0,0,0,0,0.004291845493562232,39,10.548266666666667,0,2,0,0,0,2,0,0,0,1,11.660254037844387,0,6.736266666666669,4,0,2,0,0,0,7.9559999999999995,0,3,0,0.0,1,0,8.133333333333335,0,0,0,0.0,0,0.2222222222222222,0
12425449,0,0,0,3,0.0,0,22.266129032258064,8,0.0199501246882793,154.0,5,0,3,8,375,0,40.684879032258095,8,0,0,0,0,0,0.004987531172069825,26,11.43741935483871,0,2,0,0,0,2,0,0,0,1,10.874007874011811,0,7.372419354838705,2,0,2,0,0,0,9.509919354838711,0,3,0,0.0,1,0,8.906451612903226,0,0,0,0.0,0,125,0
1243141,0,3,18,98,0.0002134016218523261,29,32.87223619374757,105,0.01059894721866553,2226.1666666666665,273,0,98,149,0.6095238095238096,9,40.839152139688025,149,8,15,84,1,84,0.0009247403613600796,181,11.52835551738944,0,207,0,1,0,13,3,0,88,6,51.25971404805462,27,12.668380870596415,81,0,13,1,0,3,13.073452493406123,1,98,0,0.0002134016218523261,1,9,13.148894477499027,1,0,45,0.00597524541186513,29,0.2761904761904762,4
12432365,0,1,20,72,0.00010344470880314473,27,29.617190913062473,84,0.009103134374676735,1200.7142857142858,208,0,72,88,0.44047619047619047,2,48.9763646788991,88,22,4,36,1,36,0.00031033412640943414,181,10.881425076452597,0,145,0,2,0,3,1,0,73,7,43.43513323831146,23,10.940307994757532,71,0,3,2,0,7,11.26357907383137,0,72,0,0.00010344470880314473,1,6,11.84687636522499,1,0,34,0.00372400951691321,19,0.39285714285714285,11
1245148,0,2,31,94,0.0001292156609381057,42,36.70852407422546,104,0.010531076366455614,2883.8,317,0,94,163,625,3,45.056400668274364,163,3,9,110,0,110,6.460783046905285e+AC0-05,343,9.16865745660645,0,210,0,1,0,1,2,0,75,5,56.131911315140925,56,13.06097829641135,88,0,1,1,0,5,13.718247874601492,1,94,0,0.0001292156609381057,1,7,14.683409629690184,0,0,43,0.007106861351595813,37,0.27884615384615385,7
12477310,0,0,8,15,0.0,7,34.00077399380805,17,0.004777070063694267,835.0,29,0,15,9,0.47058823529411764,0,37.016648606811145,9,3,1,0,0,0,0.0,71,12.378585526315785,0,26,0,0,2,0,0,0,24,2,20.435595774162696,12,11.458511996904022,18,0,0,0,0,1,12.538722910216723,0,15,0,0.0,1,1,13.600309597523221,0,0,3,0.0,2,0.47058823529411764,2
12480352,0,0,13,46,0.0,22,29.404687032045523,56,0.006950632685795759,738.5714285714286,115,0,46,39,0.42857142857142855,1,48.36639150943398,39,10,1,0,1,0,0.0010693281055070398,95,9.992348008385747,0,85,0,0,0,6,0,0,40,7,33.886890422961,10,9.1864734950584,43,0,6,0,0,1,10.745333183587903,0,46,0,0.0,1,8,11.76187481281821,0,0,25,0.0,4,0.4107142857142857,1
1249041,0,0,44,106,0.0,32,30.347346451997616,129,0.005879601790606,1816.25,317,0,106,88,0.4573643410852713,6,54.56432796660704,88,17,20,6,2,6,0.00073495022382575,256,10.210749999999997,0,236,0,0,1,11,0,0,118,8,53.99019513592785,44,10.705753995229571,111,0,11,0,0,2,10.655772808586764,0,106,0,0.0,1,12,12.138938580799048,1,0,53,0.0004008819402685909,13,0.3953488372093023,9
12502252,0,0,4,40,0.0,26,22.657182554065486,62,0.00946927989429641,394.5,131,0,40,43,0.4838709677419355,0,53.88365259151868,43,11,6,16,0,16,0.0004404316229905307,113,8.307091136079901,0,68,0,0,0,2,0,0,35,2,31.30194339616981,4,6.2199770448230005,33,0,2,0,0,0,8.953167613064316,0,40,0,0.0,1,2,9.062873021626194,0,0,11,0.0035234529839242457,6,0.41935483870967744,1
12526648,0,0,0,6,0.0,0,12.978010994502748,23,0.011811023622047244,361.0,7,0,6,6,0.5652173913043478,0,47.40944527736133,6,1,0,0,0,0,0.003937007874015748,30,2.8962068965517247,0,4,0,0,1,2,0,0,1,1,12.327379053088816,0,1.7475112443778116,4,0,2,0,0,0,7.586366816591706,0,6,0,0.0,1,0,5.1912043978010995,0,0,0,0.0,0,0.21739130434782608,0
125291,0,9,97,200,0.0002605222022810166,134,43.657654608723526,218,0.00891564870028368,4488.857142857143,686,0,200,308,0.4908256880733945,13,27.8944746252956,308,9,12,148,1,148,0.0007526196954784924,428,14.298840364244562,0,385,0,2,3,26,9,0,151,7,76.35529974037323,124,16.034157168699238,209,0,26,2,0,11,15.500674109890564,3,200,0,0.0002605222022810166,1,14,17.46306184348941,1,0,119,0.004284142881954496,61,0.3761467889908257,15
125311,0,3,44,86,0.000207957853874948,61,35.43173570323176,94,0.006100097046998475,1214.2727272727273,301,0,86,88,0.5,3,41.684676393929266,88,8,3,62,0,62,0.0019409399694995148,258,12.502131008081669,0,168,0,2,0,28,3,0,120,11,51.48711168960263,42,14.743502900531233,89,0,28,2,0,3,13.658491769007302,1,86,0,0.000207957853874948,1,14,14.172694281292705,0,0,69,0.004297795646748925,24,0.3723404255319149,1
12538509,0,0,0,3,0.0,0,17.005390835579515,7,0.019169329073482427,151.0,5,0,3,6,0.42857142857142855,0,60.27830188679246,6,1,0,0,0,0,0.006389776357827476,24,7.760377358490565,0,2,0,0,0,2,0,0,1,1,10.280109889280517,0,4.404959568733151,0,0,2,0,0,0,6.732668463611862,0,3,0,0.0,1,0,6.802156334231807,0,0,0,0.0,0,0.14285714285714285,0
1254208,1,0,136,241,0.0,170,44.920464091910176,265,0.004172684962285347,4899.2,1098,0,241,208,0.4867924528301887,9,32.15328008991213,208,43,17,0,1,0,0.00024073182474723158,494,12.17723706377858,0,719,0,5,2,12,0,0,405,10,94.15920140062659,113,17.46463878482392,248,0,12,5,0,44,16.564913607156644,1,241,0,0.0,1,29,17.968185636764073,1,0,191,0.0,153,0.44150943396226416,30
12545520,0,0,50,83,0.0,51,31.886437378325763,92,0.011398876875366691,1077.1,247,0,83,136,0.5978260869565217,1,48.31037800129786,136,14,3,50,1,50,0.0,212,8.932290111940297,0,157,0,1,1,0,0,0,156,10,49.3033476111609,25,11.095452830953924,64,0,0,1,0,3,12.310449383517199,3,83,0,0.0,1,21,12.754574951330305,1,0,56,0.004190763557120107,43,0.2826086956521739,3
12548138,0,0,1,1,0.0,0,52.84567901234568,2,0.004073319755600814,96.0,8,0,1,2,0.5,0,12.194166666666689,2,1,0,0,0,0,0.002036659877800407,49,12.892098765432099,0,4,0,0,0,1,0,0,4,1,12.0,0,22.438148148148144,1,0,1,0,0,0,21.61981481481482,0,1,0,0.0,1,0,21.13827160493827,0,0,1,0.0,0,0.5,0
12551029,0,0,6,32,0.0,10,37.46564102564103,39,0.007297367735209799,634.6,77,0,32,28,0.46153846153846156,1,23.940814358974393,28,1,2,30,0,30,0.0028668230388324213,83,11.694816000000003,0,39,0,0,0,11,0,0,7,5,28.0,5,10.135284512820512,18,0,11,0,0,1,13.901280000000003,0,32,0,0.0,1,0,14.986256410256411,0,0,6,0.007818608287724784,5,0.28205128205128205,2
12551441,0,1,11,41,0.00017442874585731728,22,29.952677757025583,46,0.008721437292865864,964.4,167,0,41,50,0.43478260869565216,2,52.650015093602065,50,0,3,24,1,24,0.0,149,9.974035964035966,0,110,0,0,0,0,1,0,23,5,34.63858403911275,9,11.231833384007295,32,0,0,0,0,0,11.321714155409811,1,41,0,0.00017442874585731728,1,5,11.981071102810233,1,0,14,0.004186289900575615,9,0.45652173913043476,9
125561,0,0,26,98,0.0,39,21.91661882893226,134,0.010998453342498712,1364.5,238,0,98,128,0.5223880597014925,4,60.60054535017224,128,20,4,2,1,2,0.0006874033339061695,181,8.466663461538467,0,171,0,1,0,8,0,0,125,8,48.60701700396552,31,7.341453645235362,62,0,8,1,0,3,8.662962112514354,1,98,0,0.0,1,14,8.766647531572906,1,0,34,0.00017185083347654237,16,0.3582089552238806,6
1257169,0,1,9,42,0.00010180189351521938,27,48.077341137123746,48,0.011910821541280668,660.3571428571429,118,0,42,117,0.8125,3,28.182318143812722,117,3,2,1,0,1,0.001323424615697852,427,9.787569676700109,0,117,0,0,0,13,1,0,13,14,45.35563716909474,25,18.43362040133779,24,0,13,0,0,0,18.613451783723523,0,42,0,0.00010180189351521938,1,4,19.2309364548495,0,0,20,0.00010180189351521938,10,0.16666666666666666,5
12591857,0,0,1,11,0.0,3,31.76135881104034,15,0.016957605985037406,296.6666666666667,32,0,11,34,0.6666666666666666,1,35.78639278131635,34,2,2,1,0,1,0.000997506234413965,108,14.268089171974523,0,18,0,1,0,2,0,0,6,6,20.72004514666935,3,14.306666666666665,7,0,2,1,0,0,13.468267515923568,0,11,0,0.0,1,0,12.704543524416136,0,0,2,0.0004987531172069825,3,0.3333333333333333,1
1259246,0,17,133,352,0.00030267960473604556,205,36.98747270945366,393,0.006872607495771388,4911.909090909091,1331,0,352,386,0.5368956743002544,24,41.31660426725651,386,31,44,140,0,140,0.00012463277842072464,439,11.681079344683585,0,942,1,7,4,7,17,0,319,11,99.6385016440135,175,13.51087309313565,342,3,7,7,0,21,13.399971407763065,2,352,0,0.00030267960473604556,1,36,14.794989083781466,0,0,183,0.002492655568414493,84,0.3460559796437659,54
12601835,2,1,73,224,2.9498525073746314e+AC0-05,151,34.00578137989488,262,0.0025073746312684365,3979.5,854,0,224,85,0.4351145038167939,1,46.47901128926128,85,24,13,86,0,86,0.0,422,11.530934728627173,0,564,0,4,2,0,1,0,185,8,78.08661665037252,130,12.372427759830373,217,0,0,4,0,15,12.122378895661665,17,224,0,2.9498525073746314e+AC0-05,1,11,13.60231255195795,0,0,73,0.002536873156342183,114,0.40458015267175573,45
12614,0,15,51,203,0.0005083022704168078,108,33.09471250618022,214,0.005862419518807184,2137.076923076923,602,0,203,173,0.602803738317757,19,45.0764009849471,173,15,12,134,0,134,0.000881057268722467,316,10.803550624133148,0,452,0,4,1,26,15,0,97,13,74.04224095564554,122,12.72472498699144,184,0,26,4,0,19,12.831025454188573,6,203,0,0.0005083022704168078,1,21,13.23788500247209,0,0,146,0.004540833615723484,85,0.29906542056074764,27
12622776,0,5,53,125,0.00026917900403768504,75,27.43637040546944,187,0.0031763122476446836,1894.888888888889,420,0,125,59,0.5240641711229946,10,49.102558721992835,59,7,6,52,0,52,0.0008613728129205922,336,10.30974683544304,0,285,0,3,0,16,5,0,165,9,59.213877290220786,42,9.383811785013197,113,0,16,3,0,14,10.608538888512829,2,125,0,0.00026917900403768504,1,12,10.974548162187777,0,0,65,0.0027994616419919245,27,0.39572192513368987,11
12624655,0,0,0,3,0.0,0,22.4515306122449,8,0.020066889632107024,175.0,5,0,3,6,0.5,0,36.59771683673472,6,1,0,0,0,0,0.010033444816053512,21,8.481020408163268,0,2,0,0,0,3,0,0,1,1,10.0,0,5.000255102040818,0,0,3,0,0,0,9.676301020408165,0,3,0,0.0,1,0,8.98061224489796,0,0,0,0.0,0,0.25,0
12628313,0,0,6,26,0.0,4,26.28273440726972,36,0.0,0,60,0,26,0,0.4444444444444444,3,42.43702085914913,0,5,5,0,0,0,0.0,117,12.53081784386617,0,25,0,0,0,0,0,0,32,0,26.194827009486403,6,10.372631144155307,19,0,0,0,0,0,11.052831474597276,0,26,0,0.0,1,2,10.51309376290789,0,0,14,0.0,10,0.3611111111111111,2
12632699,0,0,0,3,0.0,0,50.035714285714285,4,0.0036991368680641184,207.0,6,0,3,3,0.5,0,28.035607142857174,3,0,0,0,0,0,0.0012330456226880395,59,6.903257142857143,0,2,0,0,0,1,0,0,0,3,16.228756555322953,0,19.214257142857136,0,0,1,0,0,0,20.21764285714286,0,3,0,0.0,1,0,20.014285714285716,0,0,0,0.0,0,0.5,0
12639622,0,4,41,135,0.00022033711578715433,74,30.829932177617863,143,0.013826154015643936,2341.0,377,0,135,251,0.7552447552447552,5,67.71990624553058,251,15,8,51,1,51,0.00016525283684036576,1029,6.560651237890205,0,297,0,9,0,3,4,0,86,7,63.959002616512684,31,10.428216896128628,86,0,3,9,0,12,10.269410901262358,3,135,0,0.00022033711578715433,1,21,12.331972871047146,0,0,71,0.002809298226286218,131,0.14685314685314685,38
12646556,0,3,2,45,0.0006277463904582549,1,23.43550907347562,58,0.021343377275580666,1065.25,57,0,45,102,0.46551724137931033,1,60.11088311019569,102,0,1,1,0,1,0.0002092487968194183,125,6.602286302780637,0,35,0,0,0,1,3,0,9,4,34.16087290176577,1,6.343665968251713,19,0,1,0,0,0,9.034091587059201,1,45,0,0.0006277463904582549,1,1,9.37420362939025,0,0,16,0.0002092487968194183,3,0.3448275862068966,2
12649059,0,0,0,4,0.0,0,25.15,10,0.02457002457002457,190.0,5,0,4,10,0.5,0,43.035875000000004,10,2,0,0,0,0,0.007371007371007371,22,10.028750000000002,0,2,0,0,0,3,0,0,2,1,11.0,0,6.213124999999998,1,0,3,0,0,0,8.846625,0,4,0,0.0,1,0,10.06,0,0,0,0.0,0,0.3,0
12649673,0,0,0,1,0.0,0,31.666666666666664,2,0.015384615384615385,0,3,0,1,3,0.0,0,33.690000000000026,3,0,0,0,0,0,0.005128205128205128,14,15.099999999999998,0,3,0,0,0,1,0,0,0,0,8.477225575051662,0,12.455999999999996,0,0,1,0,0,0,12.286666666666669,0,1,0,0.0,1,0,12.666666666666666,0,0,0,0.0,0,0.0,0
12651620,0,0,0,3,0.0,0,33.142857142857146,7,0.019543973941368076,182.0,5,0,3,6,0.42857142857142855,0,37.15300000000002,6,1,0,0,0,0,0.009771986970684038,15,9.526199999999996,0,2,0,0,0,3,0,0,1,1,10.071067811865476,0,5.795628571428569,0,0,3,0,0,0,9.851714285714284,0,3,0,0.0,1,0,13.25714285714286,0,0,0,0.0,0,0.2857142857142857,0
1265342,0,1,186,237,2.5492645371810232e+AC0-05,155,39.92174046120785,273,0.002855176281642746,2698.1428571428573,914,0,237,112,0.5018315018315018,13,32.88290735947729,112,20,16,88,1,88,7.64779361154307e+AC0-05,403,13.017668633391803,0,434,0,5,8,3,1,0,281,14,82.18964578781748,190,14.221466626712996,213,0,3,5,0,34,14.379383101350893,15,237,0,2.5492645371810232e+AC0-05,1,68,15.96869618448314,1,0,176,0.0022433527927193005,141,0.38461538461538464,13
12655436,0,0,1,15,0.0,3,37.08139534883721,20,0.014694508894044857,549.75,63,0,15,38,0.6,1,39.81529069767444,38,2,2,0,0,0,0.0,141,11.450674418604653,0,33,0,0,0,0,0,0,8,4,23.73644135332772,3,12.299465116279066,21,0,0,0,0,1,13.047093023255815,0,15,0,0.0,1,1,14.832558139534886,0,0,6,0.0,7,0.4,1
12662488,0,0,0,3,0.0,0,20.39433962264151,10,0.01834862385321101,196.0,5,0,3,6,0.5,0,40.236632075471704,6,1,0,0,0,0,0.009174311926605505,15,7.6366037735849055,0,2,0,0,0,3,0,0,1,1,10.280109889280517,0,4.513396226415093,0,0,3,0,0,0,8.96379245283019,0,3,0,0.0,1,0,8.157735849056605,0,0,0,0.0,0,0.2,0
12665353,0,0,0,1,0.0,0,35.0,2,0.016574585635359115,0,3,0,1,3,0.0,0,36.51000000000002,3,0,0,0,0,0,0.0055248618784530384,14,12.360666666666667,0,3,0,0,0,1,0,0,0,0,8.477225575051662,0,10258,0,0,1,0,0,0,11.893333333333334,0,1,0,0.0,1,0,14.0,0,0,0,0.0,0,0.0,0
12665591,0,0,3,24,0.0,5,34.47602619576658,34,0.00933125972006221,492.5,38,0,24,30,0.38235294117647056,1,30.355749912290975,30,2,2,1,0,1,0.007776049766718507,72,13.686163021868786,0,26,0,0,0,25,0,0,9,6,25.427661492005804,4,11.240637352356444,15,1,25,0,0,0,12.700580633843995,0,24,0,0.0,1,1,13.790410478306633,0,0,6,0.00031104199066874026,0,0.38235294117647056,1
12670114,0,19,50,165,0.0007792953529387638,57,32.60721452214755,199,0.014970673885402568,2489.222222222222,472,0,165,365,0.4824120603015075,7,45.77207560229235,365,3,14,107,0,107,0.00020507772445756942,321,11.03743783520234,0,386,0,2,0,5,19,0,77,9,67.04685784642366,79,11.571922716948954,147,0,5,2,0,7,11.995901913271869,6,165,0,0.0007792953529387638,1,6,13.04288580885902,0,0,73,0.004388663303391985,66,0.4120603015075377,17
1267838,0,13,41,172,0.0005167958656330749,85,32.308828508086975,206,0.005485986881335719,3444.0,592,0,172,138,0.441747572815534,15,51.51499238262696,138,10,23,92,4,92,0.00019876764062810574,312,9.607959505061867,0,506,0,4,0,5,13,0,132,7,69.67083320313314,67,10.855759585877003,176,0,5,4,0,8,11.434515109155047,12,172,0,0.0005167958656330749,1,24,12.92353140323479,5,0,89,0.0036573245875571457,94,0.4077669902912621,21
1268530,0,0,0,14,0.0,9,44.72169059011164,18,0.009119407238529496,451.2,57,0,14,32,0.6111111111111112,0,35.87629585326957,32,0,0,0,0,0,0.0008549444286121402,187,10.687974481658692,0,44,0,0,0,3,0,0,4,5,28.03996805109783,2,17.931594896331738,13,0,3,0,0,1,16.90887559808613,0,14,0,0.0,1,1,17.888676236044656,0,0,4,0.0,9,0.3333333333333333,2
12687058,0,0,0,6,0.0,2,26.035751295336787,10,0.022964509394572025,319.5,9,0,6,22,0.6,0,53.98954145077724,22,0,0,0,0,0,0.0,56,6.907720207253881,0,5,0,0,0,0,0,0,0,2,16.892443989449802,1,7.680103626943001,1,0,0,0,0,0,10.52352849740933,0,6,0,0.0,1,0,10.414300518134716,0,0,0,0.0,0,0.3,1
1268765,0,1,36,65,9.145783793671118e+AC0-05,17,35.86352441668056,86,0.0054874702762026705,1453.4285714285713,252,0,65,60,0.5116279069767442,3,41.10875713516083,60,7,1,1,4,1,0.001006036217303823,245,11.816618863761725,0,218,0,0,0,11,1,0,55,7,45.579337712087536,19,12.405711463718106,71,0,11,0,0,6,12.762687374132557,1,65,0,9.145783793671118e+AC0-05,1,13,14.345409766672226,3,0,42,9.145783793671118e+AC0-05,19,0.3953488372093023,17
1272308,0,0,6,15,0.0,12,31.294779582366587,20,0.012096774193548387,470.75,46,0,15,30,0.6,0,47.167782482598625,30,6,2,1,0,1,0.0012096774193548388,106,9.99825986078886,0,34,0,0,0,3,0,0,17,4,23.760539492026695,6,11.156508120649647,12,0,3,0,0,0,12.033989559164734,0,15,0,0.0,1,4,12.517911832946636,0,0,10,0.0004032258064516129,7,0.35,1
12724861,0,0,4,5,0.0,3,26.47594501718213,6,0.0,0,7,0,5,0,0.5,0,51.75160652920965,0,0,0,0,0,0,0.0,40,13.112164948453607,0,11,0,0,0,0,0,0,6,0,12.848857801796104,0,11.330137457044671,0,0,0,0,0,0,10.057268041237116,0,5,0,0.0,1,1,10.590378006872854,0,0,1,0.0,1,0.3333333333333333,0
12754021,0,0,16,42,0.0,24,24.295952863904184,51,0.005861919235779418,1094.5,95,0,42,27,0.45098039215686275,0,56.7940659712161,27,4,1,18,0,18,0.0,92,9.07522167487685,0,57,0,0,0,0,0,0,22,4,31.495613697550013,8,7.9910059886023355,47,0,0,0,0,5,9.29305708490293,0,42,0,0.0,1,9,9.718381145561674,0,0,25,0.0039079461571862786,6,0.37254901960784315,5
1276640,0,0,15,37,0.0,23,30.597806169194747,44,0.012262885610270167,819.1666666666666,111,0,37,64,0.4318181818181818,1,50.28774521531102,64,1,4,1,0,1,0.0007664303506418854,140,10.64639417693169,0,85,0,2,0,4,0,0,24,6,32.88310559496787,23,11.1173689300621,28,0,4,2,0,1,11.287153364552584,2,37,0,0.0,1,6,12.2391224676779,0,0,11,0.00019160758766047136,16,0.4318181818181818,8
12770,0,0,14,83,0.0,18,42.15789161685521,155,0.0,0,263,0,83,0,0.8193548387096774,1,+AC0-11.923139011016104,0,3,2,0,0,0,0.0,479,19.165888208269525,0,110,0,1,1,0,0,0,35,0,54.10772935672255,16,16.47035469051029,90,0,0,1,0,3,19.108775280343824,4,83,0,0.0,1,7,16.863156646742084,0,0,24,0.0,16,0.16129032258064516,7
1277064,0,0,0,2,0.0,0,20.0,4,0.0,0,2,0,2,0,0.5,0,42.150000000000034,0,1,0,0,0,0,0.0,18,17.252333333333336,0,3,0,8,0,0,0,0,1,0,10.745966692414834,0,14183,1,0,0,8,0,0,11.10666666666667,0,2,0,0.0,1,0,8.0,0,0,0,0.0,0,0.25,0
12772218,0,1,1,9,0.0007874015748031496,0,33.91025641025641,18,0.007086614173228346,315.0,20,0,9,9,0.6666666666666666,0,28.3745512820513,9,0,0,0,0,0,0.004724409448818898,42,13.980307692307687,0,7,0,0,0,6,1,0,1,1,16.96424004376894,0,10.082820512820511,5,0,6,0,0,0,11.992948717948721,0,9,0,0.0007874015748031496,1,0,13.564102564102564,0,0,0,0.0,3,0.2222222222222222,1
1278063,0,1,2,9,0.0005561735261401557,7,40.28694107195736,11,0.010011123470522803,90.0,45,0,9,18,0.5454545454545454,0,37.139846017175046,18,0,0,0,0,0,0.0011123470522803114,77,11.151693811074917,0,20,0,0,0,2,1,0,2,2,20.52141546793523,0,15.010604086467275,11,0,2,0,0,1,15.012460763991708,2,9,0,0.0005561735261401557,1,0,16.114776428782942,0,0,6,0.0,5,0.36363636363636365,2
1278130,0,0,14,35,0.0,13,28.551307521715025,56,0.004066780821917808,613.7142857142857,100,0,35,19,0.5,2,47.483107212160434,19,1,4,1,0,1,0.0014982876712328766,127,11.164075032341529,0,72,0,0,0,7,0,0,29,7,30.80287754891569,18,8.836805119201628,9,0,7,0,0,0,10.065579144335615,1,35,0,0.0,1,3,11.420523008686011,0,0,16,0.00021404109589041095,7,0.4107142857142857,4
12811367,0,0,29,97,0.0,48,34.20067248385833,113,0.013157894736842105,1936.5714285714287,373,0,97,200,0.4247787610619469,0,46.98728479485118,200,3,3,51,0,51,0.0002631578947368421,259,11.124856254856251,0,223,0,2,0,4,0,0,59,7,53.73460357586329,43,12.615441137034054,108,0,4,2,0,9,12.364423884866365,3,97,0,0.0,1,11,13.680268993543331,0,0,64,0.003355263157894737,38,0.49557522123893805,23
12821413,0,3,43,92,0.0001771479185119575,77,42.964956065617585,110,0.006436374372601122,1907625,313,0,92,109,0.5454545454545454,4,31.244680214493343,109,6,12,47,0,47,0.0012990847357543548,258,13.163175303197356,0,250,0,2,2,22,3,0,77,8,55.16320542297991,67,15.147299789515884,105,0,22,2,0,3,15.046523971801815,2,92,0,0.0001771479185119575,1,18,17.185982426247033,0,0,54,0.0027753173900206675,45,0.37272727272727274,9
