fold,iD,predictedResult,targetResult
2,231249,3.0861001014709473,3.0c
1,233217,3.40775990486145,3.0c
2,235554,1.4828699827194214,1.0c
2,235869,4.032649993896484,3.0c
0,236104,4.947329998016357,5.0c
4,236856,4.014699935913086,5.0c
0,237585,3.0234899520874023,3.0c
1,237925,2.712970018386841,2.0c
3,238115,3.2398300170898438,3.0c
0,238199,2.334280014038086,4.0c
1,238508,4.178979873657227,4.0c
1,239076,3.918210029602051,5.0c
2,239863,1.6428500413894653,2.0c
0,240090,3.240600109100342,1.0c
3,240267,4.55010986328125,5.0c
2,240378,3.7495200634002686,2.0c
1,240952,3.448050022125244,3.0c
3,241637,3.4974100589752197,4.0c
2,241810,2.717129945755005,4.0c
1,242280,2.8488500118255615,4.0c
4,242352,3.5966100692749023,4.0c
0,244052,1.9071300029754639,5.0c
4,244099,3.7729899883270264,5.0c
1,244233,2.822309970855713,5.0c
1,245966,2.1010499000549316,4.0c
0,246007,3.934149980545044,4.0c
2,246089,4.7610697746276855,5.0c
2,246260,0.8303130269050598,1.0c
0,246275,1.9818099737167358,4.0c
2,246350,2.576819896697998,2.0c
4,246355,3.264050006866455,5.0c
0,246472,2.7118799686431885,2.0c
2,247110,4.011050224304199,4.0c
4,247156,3.361959934234619,4.0c
2,248383,3.2034900188446045,4.0c
0,248866,3.212790012359619,4.0c
4,249601,4.248129844665527,5.0c
3,250701,4.931789875030518,5.0c
0,250882,2.8940699100494385,5.0c
2,251485,3.475260019302368,5.0c
3,252117,4.805830001831055,3.0c
2,252289,1.9731700420379639,2.0c
2,252881,4.276669979095459,5.0c
4,252981,3.6788699626922607,2.0c
3,253173,3.6817901134490967,4.0c
2,254289,3.034219980239868,3.0c
4,256124,4.055290222167969,4.0c
0,260346,0.4694550037384033,0.0c
1,262525,3.961869955062866,2.0c
3,263801,2.891469955444336,2.0c
2,264379,2.34197998046875,2.0c
1,265079,1.4698699712753296,2.0c
0,265083,3.471829891204834,4.0c
0,265496,4.590199947357178,5.0c
4,265679,3.454590082168579,4.0c
0,266204,2.6869900226593018,4.0c
4,267624,4.757009983062744,5.0c
0,269055,4.667699813842773,5.0c
2,269828,2.165489912033081,5.0c
4,269891,1.436900019645691,1.0c
0,270185,3.8955800533294678,5.0c
0,270673,3.752079963684082,4.0c
3,273319,3.2188398838043213,2.0c
3,274490,1.8693000078201294,2.0c
1,274851,4.2575201988220215,3.0c
0,274959,3.3847599029541016,3.0c
0,276115,2.6345999240875244,4.0c
1,276931,2.7437000274658203,2.0c
4,277835,3.2475600242614746,2.0c
4,278492,3.8640499114990234,5.0c
1,282250,4.666820049285889,3.0c
0,284379,4.357870101928711,3.0c
0,284384,3.6189699172973633,5.0c
1,285062,4.587120056152344,3.0c
0,285200,3.0798799991607666,2.0c
0,285203,4.3483099937438965,3.0c
3,286271,2.923959970474243,4.0c
2,286369,4.189119815826416,3.0c
1,286390,3.16156005859375,2.0c
2,286411,1.217479944229126,1.0c
4,286444,0.019572699442505836,1.0c
1,286817,1.9367200136184692,4.0c
0,287088,2.2687199115753174,3.0c
4,287314,3.5342299938201904,5.0c
1,288354,3.719860076904297,3.0c
1,288515,3.7071099281311035,3.0c
0,292794,2.021939992904663,1.0c
3,293094,2.2254600524902344,2.0c
3,293096,4.697030067443848,5.0c
4,293253,4.401440143585205,5.0c
2,293349,4.549019813537598,5.0c
1,293409,4.262889862060547,5.0c
4,294707,3.5965700149536133,3.0c
1,296270,3.801490068435669,3.0c
3,297466,1.5582599639892578,4.0c
0,297924,3.1265499591827393,4.0c
4,298658,4.379429817199707,5.0c
4,300047,2.8489999771118164,2.0c
2,300208,1.9385199546813965,1.0c
0,300632,3.160670042037964,1.0c
0,301737,4.316410064697266,5.0c
4,302602,4.606450080871582,2.0c
4,303799,2.8101298809051514,2.0c
1,303890,3.7223401069641113,4.0c
3,304107,3.957089900970459,3.0c
2,304604,1.8667399883270264,1.0c
1,306325,3.399019956588745,3.0c
1,306828,0.4006440043449402,1.0c
4,307406,4.161819934844971,5.0c
2,307541,4.5623698234558105,3.0c
3,308084,4.794000148773193,4.0c
2,308460,4.496840000152588,5.0c
4,309668,3.593790054321289,3.0c
0,309714,1.8062900304794312,3.0c
2,310408,1.753730058670044,2.0c
4,310584,4.233590126037598,4.0c
1,311154,4.409440040588379,5.0c
1,311764,2.491489887237549,1.0c
4,313026,2.3105199337005615,2.0c
0,313915,1.2808899879455566,2.0c
1,314702,1.6871099472045898,3.0c
4,314821,2.2296299934387207,1.0c
1,314843,4.28046989440918,5.0c
2,315494,3.058350086212158,1.0c
2,316158,2.085439920425415,1.0c
1,316255,3.3819398880004883,4.0c
3,316304,2.8384900093078613,2.0c
0,317070,3.2308199405670166,3.0c
1,318313,3.2170000076293945,2.0c
0,318381,4.260000228881836,2.0c
4,319214,4.090219974517822,4.0c
3,320467,1.9831500053405762,1.0c
0,321496,4.233689785003662,3.0c
0,322460,4.786220073699951,5.0c
0,322851,2.081670045852661,2.0c
1,322915,4.330060005187988,5.0c
2,325502,2.5318100452423096,2.0c
0,327316,-0.04072840139269829,0.0c
3,327498,2.5031800270080566,2.0c
2,327628,4.476940155029297,4.0c
3,329119,4.349009990692139,5.0c
0,329520,1.9979900121688843,2.0c
4,330792,3.272670030593872,2.0c
0,331074,4.086090087890625,3.0c
1,331219,3.4552600383758545,5.0c
2,333050,1.7891000509262085,1.0c
2,333380,4.313310146331787,4.0c
3,333398,2.336970090866089,3.0c
4,333778,3.9791600704193115,5.0c
4,335446,3.118959903717041,4.0c
3,337069,4.396719932556152,5.0c
0,337153,1.4110900163650513,1.0c
4,339827,1.9953800439834595,2.0c
2,341356,4.159409999847412,5.0c
2,343279,3.581979990005493,2.0c
1,344149,4.0406999588012695,5.0c
0,345429,2.567110061645508,4.0c
3,345984,4.27908992767334,4.0c
0,346075,4.212160110473633,3.0c
1,346153,1.3342700004577637,1.0c
2,346986,3.130850076675415,2.0c
0,347297,2.6634600162506104,1.0c
4,347441,1.1130599975585938,1.0c
2,348091,3.1969399452209473,2.0c
0,348677,1.5259000062942505,1.0c
4,349035,2.310839891433716,1.0c
2,349266,2.6870501041412354,2.0c
1,349303,4.0129499435424805,4.0c
1,350611,4.340129852294922,4.0c
0,350945,4.0320000648498535,3.0c
0,352843,4.591760158538818,5.0c
2,355679,4.219319820404053,5.0c
3,355852,3.609999895095825,2.0c
3,357657,1.5901199579238892,2.0c
2,358546,3.2174899578094482,4.0c
4,359083,2.60506010055542,3.0c
0,360267,2.9321799278259277,5.0c
4,360345,4.296649932861328,5.0c
1,361548,3.9481899738311768,5.0c
3,362404,0.3191309869289398,1.0c
2,363236,1.5922600030899048,1.0c
0,363831,0.8538939952850342,1.0c
4,364322,3.854379892349243,2.0c
3,365088,5.041619777679443,5.0c
0,365342,4.2224202156066895,3.0c
4,365574,3.023469924926758,2.0c
0,366318,3.6019999980926514,3.0c
0,366458,2.7794899940490723,4.0c
0,366696,4.758359909057617,4.0c
0,366718,0.5602399706840515,0.0c
0,367461,2.554080009460449,4.0c
3,367929,4.6549601554870605,4.0c
1,368374,1.553339958190918,1.0c
2,368557,1.8376100063323975,1.0c
2,368663,1.937999963760376,2.0c
0,369961,4.550990104675293,3.0c
0,370181,3.1976699829101562,4.0c
1,371476,1.5707999467849731,1.0c
2,371803,2.8823599815368652,4.0c
2,372266,4.422969818115234,3.0c
3,372841,1.5374900102615356,2.0c
2,372920,2.9507200717926025,4.0c
0,374778,3.0745999813079834,4.0c
1,375022,3.645400047302246,3.0c
2,375166,0.08000510185956955,0.0c
0,376118,2.07177996635437,4.0c
0,376841,4.616519927978516,5.0c
1,377194,2.600369930267334,3.0c
4,377245,2.9578399658203125,4.0c
3,378231,2.7548398971557617,2.0c
4,378727,3.9021499156951904,5.0c
2,379210,1.8220800161361694,4.0c
3,379591,4.216660022735596,3.0c
2,379793,3.114300012588501,5.0c
3,379910,3.631239891052246,3.0c
0,380497,0.38681599497795105,1.0c
4,380840,3.972630023956299,4.0c
3,383448,4.739389896392822,4.0c
2,385000,4.4233598709106445,5.0c
3,388138,0.3952690064907074,1.0c
2,389912,2.356990098953247,1.0c
3,390123,1.860859990119934,1.0c
3,392566,3.031019926071167,2.0c
1,392975,2.6850199699401855,5.0c
2,394056,3.271620035171509,5.0c
2,398028,4.612889766693115,5.0c
4,398831,3.05538010597229,2.0c
4,401032,3.4028398990631104,4.0c
1,401777,1.2967599630355835,0.0c
2,406640,1.3393800258636475,1.0c
4,407505,2.263969898223877,2.0c
3,407925,2.5622200965881348,2.0c
4,408198,4.337170124053955,5.0c
3,408270,4.873439788818359,3.0c
3,408866,3.2875800132751465,4.0c
2,409113,1.5821499824523926,4.0c
1,409576,3.6701900959014893,5.0c
2,410424,1.7500699758529663,1.0c
2,414113,4.390550136566162,4.0c
1,415328,2.7567899227142334,4.0c
4,416781,1.033229947090149,1.0c
4,417424,3.6068899631500244,5.0c
0,418480,1.7398899793624878,2.0c
2,418820,3.9533400535583496,5.0c
0,419271,4.503300189971924,3.0c
2,420232,0.7328460216522217,2.0c
2,421853,4.997590065002441,5.0c
3,421984,2.7578799724578857,4.0c
2,422315,3.0084400177001953,2.0c
0,423606,2.185460090637207,2.0c
1,423676,4.9049201011657715,5.0c
3,423951,4.183750152587891,5.0c
4,424169,2.3839099407196045,2.0c
0,424948,3.2361900806427,2.0c
2,426498,3.0066099166870117,4.0c
4,427627,3.392940044403076,2.0c
0,428693,1.4473600387573242,1.0c
0,433329,3.098299980163574,2.0c
0,434161,0.8300009965896606,1.0c
1,434528,3.0324900150299072,3.0c
4,436822,2.8310999870300293,4.0c
0,441261,1.8879899978637695,1.0c
2,446457,2.9481899738311768,4.0c
0,446931,3.507620096206665,2.0c
2,447610,1.3704099655151367,1.0c
2,447621,3.0145599842071533,2.0c
2,447779,3.75108003616333,2.0c
2,448549,3.512209892272949,4.0c
0,449677,4.005889892578125,3.0c
4,450104,3.328350067138672,1.0c
0,450634,2.5693600177764893,2.0c
4,451170,4.584219932556152,5.0c
4,454915,2.3650100231170654,2.0c
0,459177,4.066939830780029,5.0c
2,459445,1.6100900173187256,2.0c
4,459777,3.3220601081848145,3.0c
0,464821,2.3460299968719482,4.0c
2,468831,2.137550115585327,2.0c
0,469583,3.286639928817749,3.0c
1,469718,3.1793899536132812,3.0c
1,470626,0.8781769871711731,1.0c
4,470829,1.2965600490570068,1.0c
4,472750,3.2582900524139404,2.0c
0,474670,2.6421499252319336,4.0c
2,474809,1.6232999563217163,2.0c
4,475370,4.039820194244385,5.0c
0,476963,1.9794199466705322,1.0c
0,477331,2.4534599781036377,4.0c
3,478684,4.9226298332214355,5.0c
0,480181,1.3712999820709229,1.0c
0,480725,4.551549911499023,5.0c
2,481605,4.388040065765381,3.0c
3,481634,4.217140197753906,5.0c
2,482216,1.303380012512207,1.0c
1,484125,4.476059913635254,3.0c
0,485352,0.2394610047340393,1.0c
0,488027,3.628340005874634,3.0c
4,488227,3.770210027694702,5.0c
4,488330,1.4703700542449951,1.0c
4,488714,4.006259918212891,5.0c
0,489833,3.1235198974609375,3.0c
3,490092,1.8389500379562378,1.0c
2,490935,0.9307299852371216,1.0c
3,491690,3.1585299968719482,2.0c
1,491921,-0.12413699924945831,0.0c
1,492271,4.651189804077148,3.0c
1,494401,3.9543800354003906,3.0c
1,499023,0.2927579879760742,1.0c
0,500054,2.5237700939178467,3.0c
4,500560,3.8096001148223877,5.0c
3,501086,5.057809829711914,3.0c
3,501402,1.1336599588394165,1.0c
3,501413,5.420519828796387,4.0c
0,501861,0.9380829930305481,0.0c
3,502724,4.467889785766602,4.0c
1,502728,1.1047799587249756,1.0c
0,503750,4.4351701736450195,4.0c
1,503915,2.3657400608062744,1.0c
2,505664,4.635700225830078,5.0c
0,507036,1.6155099868774414,1.0c
1,508563,1.0624799728393555,1.0c
0,513501,3.4759600162506104,2.0c
1,513544,4.797719955444336,3.0c
3,514097,2.6115899085998535,4.0c
2,514342,3.9699199199676514,3.0c
1,514897,4.537879943847656,5.0c
1,516156,2.3370299339294434,4.0c
0,518100,3.0859899520874023,2.0c
0,518882,1.7443100214004517,2.0c
3,518916,3.6093199253082275,5.0c
3,518980,1.3990800380706787,1.0c
0,519115,4.623459815979004,3.0c
2,520482,2.0478999614715576,3.0c
0,524346,1.422760009765625,0.0c
3,526222,3.993680000305176,4.0c
3,527004,1.9584599733352661,2.0c
4,528806,1.2357399463653564,1.0c
1,529678,1.050220012664795,1.0c
3,529785,2.7420198917388916,2.0c
3,530163,2.2242400646209717,1.0c
3,530420,4.7954301834106445,5.0c
1,531972,2.044420003890991,4.0c
4,533442,1.7260899543762207,2.0c
3,534060,5.249040126800537,5.0c
3,534079,3.136699914932251,5.0c
0,536009,2.275059938430786,2.0c
1,538284,2.926990032196045,4.0c
0,539155,4.966330051422119,5.0c
1,542694,1.9201099872589111,2.0c
3,543841,2.0830399990081787,1.0c
0,548711,3.845210075378418,5.0c
0,549418,2.106260061264038,1.0c
2,549666,3.587160110473633,4.0c
3,552873,1.3813999891281128,1.0c
4,555643,2.018209934234619,2.0c
0,559066,-0.10475999861955643,0.0c
2,559102,2.9681200981140137,2.0c
2,560168,0.8472939729690552,1.0c
4,561840,1.1551100015640259,1.0c
3,563775,2.432610034942627,2.0c
3,564119,1.777250051498413,1.0c
2,564161,4.261360168457031,3.0c
2,564181,3.5660901069641113,2.0c
0,564276,3.1586899757385254,3.0c
0,567599,2.0181400775909424,2.0c
2,568048,4.971429824829102,5.0c
0,572069,3.477720022201538,5.0c
2,572766,-0.1146320030093193,0.0c
3,573905,1.7015000581741333,2.0c
4,576246,0.7150880098342896,0.0c
1,576360,2.575119972229004,2.0c
2,576607,4.320400238037109,5.0c
3,581087,1.9966000318527222,5.0c
0,583117,4.253729820251465,3.0c
2,583178,2.1261401176452637,2.0c
0,583428,2.6633501052856445,2.0c
2,584369,4.597859859466553,3.0c
0,584663,2.7237401008605957,2.0c
4,586830,1.8870099782943726,2.0c
0,589980,0.4822179973125458,0.0c
0,595799,4.29787015914917,5.0c
4,596902,3.2241199016571045,2.0c
4,599018,2.225290060043335,1.0c
2,602190,0.5454959869384766,0.0c
2,602567,2.001689910888672,2.0c
3,604705,2.5744099617004395,5.0c
0,608772,1.9538899660110474,2.0c
3,609112,3.1260900497436523,2.0c
3,610759,3.5109100341796875,4.0c
3,611744,1.427489995956421,1.0c
2,611885,1.4040700197219849,1.0c
0,612064,2.3197999000549316,5.0c
3,613739,1.2125699520111084,1.0c
1,617587,2.8262999057769775,3.0c
3,617911,2.53941011428833,1.0c
2,618649,3.9489099979400635,5.0c
4,619068,4.210879802703857,3.0c
4,619236,2.656409978866577,2.0c
3,621492,1.5848699808120728,2.0c
0,623885,2.623070001602173,3.0c
3,623914,3.0150699615478516,5.0c
1,624386,4.049890041351318,5.0c
4,630555,3.5437300205230713,4.0c
4,630641,2.9032700061798096,3.0c
0,633494,2.2632501125335693,2.0c
4,634016,1.361009955406189,1.0c
0,634318,2.7226901054382324,2.0c
1,634747,1.9908499717712402,1.0c
0,637197,4.237120151519775,4.0c
4,638285,2.397629976272583,2.0c
1,643729,0.11812800168991089,0.0c
4,644233,3.3446500301361084,2.0c
1,645474,1.0809500217437744,2.0c
3,647268,2.930459976196289,2.0c
0,649032,2.2017199993133545,2.0c
2,651996,2.914030075073242,1.0c
4,652967,3.797410011291504,4.0c
1,655533,2.745529890060425,3.0c
2,659111,-0.10345199704170227,0.0c
0,660914,3.418139934539795,4.0c
3,661094,2.1989099979400635,1.0c
3,664861,3.9702401161193848,3.0c
4,668697,4.013460159301758,5.0c
4,669254,-0.052765700966119766,0.0c
2,669656,0.9782059788703918,1.0c
2,670219,4.446450233459473,4.0c
3,670415,2.4300200939178467,2.0c
4,670570,2.287400007247925,2.0c
4,673306,0.959663987159729,1.0c
2,673804,2.823390007019043,3.0c
3,674188,0.7055960297584534,1.0c
1,674892,3.1392199993133545,3.0c
2,675561,4.446750164031982,3.0c
2,676238,1.1643600463867188,1.0c
4,676767,2.5495400428771973,5.0c
3,679074,4.6310200691223145,5.0c
2,681328,2.299799919128418,4.0c
4,682586,4.143700122833252,5.0c
1,682836,1.1135499477386475,1.0c
4,682987,3.0962300300598145,5.0c
1,692205,1.9838099479675293,2.0c
4,694740,2.966559886932373,2.0c
4,700224,-0.11988800019025803,0.0c
1,702117,4.924109935760498,4.0c
1,705642,1.6822999715805054,1.0c
0,706207,3.44596004486084,4.0c
3,710715,0.7271440029144287,1.0c
1,712568,1.6347500085830688,2.0c
4,723208,0.5704270005226135,0.0c
4,723742,4.290900230407715,5.0c
0,725242,3.1128199100494385,2.0c
3,730578,5.083230018615723,4.0c
4,732511,3.753040075302124,3.0c
3,733555,5.227859973907471,3.0c
1,736733,2.148590087890625,2.0c
4,737610,3.776599884033203,5.0c
0,737935,1.9441699981689453,2.0c
3,739346,0.8238480091094971,2.0c
3,740661,-0.032558098435401917,0.0c
3,742784,3.192229986190796,4.0c
4,745602,3.6314899921417236,3.0c
1,745684,2.331820011138916,2.0c
3,750583,4.203559875488281,5.0c
2,751353,4.170249938964844,3.0c
1,752559,5.04580020904541,5.0c
4,752892,0.5248240232467651,0.0c
0,755199,0.8653339743614197,1.0c
1,755473,0.9650689959526062,1.0c
0,758150,-0.12243500351905823,5.0c
2,759903,3.368839979171753,3.0c
2,762849,3.8461899757385254,4.0c
3,763661,0.9838240146636963,0.0c
0,766999,0.5788530111312866,1.0c
2,768193,2.3807199001312256,2.0c
3,769413,-0.007384209893643856,0.0c
2,772166,1.7518099546432495,2.0c
2,772418,3.510499954223633,3.0c
4,773271,4.013050079345703,4.0c
1,779862,1.2246099710464478,1.0c
0,783118,1.5966399908065796,1.0c
3,788565,4.804689884185791,3.0c
2,790106,3.014039993286133,5.0c
4,791733,3.0547399520874023,3.0c
0,794128,2.9207799434661865,2.0c
2,797653,4.743579864501953,5.0c
4,797798,3.536410093307495,2.0c
4,798029,0.6930509805679321,2.0c
4,800083,4.322700023651123,5.0c
3,801710,2.7571499347686768,4.0c
4,803030,3.268280029296875,5.0c
1,803044,1.7684400081634521,2.0c
1,804933,2.5456900596618652,2.0c
1,809205,3.9332199096679688,5.0c
2,816120,1.191140055656433,1.0c
4,819478,3.52197003364563,4.0c
2,820126,3.4771199226379395,3.0c
1,827717,4.365029811859131,4.0c
2,833596,4.237480163574219,2.0c
3,834490,4.11230993270874,3.0c
4,839376,0.40648800134658813,0.0c
0,839778,2.1410999298095703,2.0c
3,841481,0.5682430267333984,0.0c
0,843612,4.247550010681152,4.0c
1,845589,3.0068399906158447,4.0c
1,846981,3.917680025100708,3.0c
4,853118,2.8361599445343018,1.0c
3,853212,4.646190166473389,5.0c
0,853744,2.860650062561035,2.0c
1,858073,4.904930114746094,5.0c
1,859443,1.51350998878479,1.0c
3,863018,4.170589923858643,3.0c
0,863991,-0.027259299531579018,0.0c
2,865552,1.0549299716949463,1.0c
4,869155,3.9471700191497803,5.0c
0,869190,2.050489902496338,1.0c
1,870138,0.0015928000211715698,0.0c
3,871268,3.184969902038574,4.0c
3,871381,-0.09446000307798386,0.0c
4,872661,3.050149917602539,5.0c
1,874996,1.0101399421691895,0.0c
1,880200,4.510650157928467,5.0c
3,883762,4.394720077514648,5.0c
2,883836,2.6092000007629395,2.0c
1,884570,4.0335798263549805,5.0c
2,885448,3.220400094985962,2.0c
2,885672,2.777470111846924,1.0c
0,891547,3.8062500953674316,3.0c
1,895408,3.2599499225616455,5.0c
0,896857,4.320690155029297,4.0c
2,897385,2.3152499198913574,1.0c
2,897536,0.7621080279350281,1.0c
1,899973,5.932079792022705,5.0c
1,900554,3.4855198860168457,5.0c
2,900926,3.505419969558716,3.0c
2,903002,3.2738800048828125,5.0c
4,904073,3.534140110015869,5.0c
0,905639,4.8890700340271,5.0c
3,905758,1.9120999574661255,2.0c
3,907306,5.02878999710083,5.0c
2,908169,3.0605199337005615,3.0c
0,910395,0.9066780209541321,1.0c
2,910732,2.4338200092315674,1.0c
4,910750,1.0033999681472778,1.0c
3,911449,3.2513699531555176,5.0c
1,913945,2.843319892883301,4.0c
3,917180,1.847830057144165,3.0c
2,918901,4.194399833679199,5.0c
4,921235,0.4645420014858246,1.0c
3,925271,4.788440227508545,5.0c
2,927917,4.7367401123046875,5.0c
1,928041,2.186350107192993,2.0c
4,928315,2.6554200649261475,2.0c
1,930379,4.583549976348877,5.0c
4,933237,0.6863359808921814,1.0c
2,934205,1.5318100452423096,4.0c
0,935582,2.2815299034118652,2.0c
4,936767,0.6042510271072388,1.0c
3,937940,2.273710012435913,3.0c
3,938434,0.6476759910583496,0.0c
0,942346,3.198590040206909,2.0c
1,944325,2.8903698921203613,3.0c
2,947164,-0.08623159676790237,0.0c
4,947570,2.3083300590515137,1.0c
1,948376,2.414249897003174,3.0c
0,948430,2.6651599407196045,3.0c
3,952311,3.443049907684326,4.0c
3,953311,1.8025399446487427,1.0c
4,953559,1.3276599645614624,1.0c
0,955656,4.045909881591797,5.0c
2,955728,3.853950023651123,3.0c
4,958002,0.4873409867286682,2.0c
1,959699,4.4111199378967285,4.0c
0,959741,4.700250148773193,4.0c
4,966605,2.096630096435547,2.0c
2,967007,4.337349891662598,4.0c
3,973887,1.061329960823059,2.0c
3,975102,0.5550389885902405,0.0c
2,980450,2.710479974746704,4.0c
2,981073,4.629509925842285,5.0c
2,983300,4.3120598793029785,4.0c
1,983485,2.5524699687957764,3.0c
0,984092,1.3191100358963013,1.0c
4,984290,3.7189600467681885,3.0c
3,984345,1.851330041885376,1.0c
0,985618,-0.09515479952096939,0.0c
0,986369,2.292530059814453,2.0c
1,987173,3.9134700298309326,4.0c
2,989692,2.3316400051116943,1.0c
4,990298,4.602809906005859,4.0c
4,990886,2.558769941329956,2.0c
1,991203,2.2484400272369385,2.0c
3,993683,4.365789890289307,3.0c
4,993830,1.0379999876022339,1.0c
2,994533,3.5270700454711914,3.0c
1,994800,2.4872100353240967,4.0c
3,996343,2.447309970855713,3.0c
0,998023,0.7012630105018616,1.0c
2,999394,4.350269794464111,3.0c
3,1001154,0.46890801191329956,0.0c
2,1002559,2.490649938583374,4.0c
3,1009041,4.700900077819824,4.0c
2,1012555,1.1643699407577515,0.0c
4,1014322,2.4750900268554688,4.0c
2,1014333,3.3482000827789307,3.0c
4,1014469,3.853869915008545,5.0c
2,1015846,1.6280900239944458,2.0c
2,1015867,3.9665300846099854,4.0c
4,1016785,-0.11906799674034119,0.0c
2,1017772,4.443850040435791,5.0c
1,1018445,3.930720090866089,4.0c
1,1019908,4.997389793395996,3.0c
2,1027922,3.9527299404144287,3.0c
2,1028460,3.8152101039886475,3.0c
3,1033564,1.5855400562286377,2.0c
1,1035594,2.722860097885132,3.0c
0,1039507,2.453619956970215,5.0c
4,1044456,2.997879981994629,5.0c
1,1048715,-0.06079519912600517,0.0c
2,1049215,4.239009857177734,5.0c
4,1049222,2.481559991836548,1.0c
0,1049803,0.19765199720859528,1.0c
2,1050605,3.9611899852752686,3.0c
2,1051653,2.257970094680786,1.0c
1,1052626,3.901740074157715,3.0c
1,1055633,2.972599983215332,5.0c
0,1055714,2.4344699382781982,2.0c
2,1058327,2.4652199745178223,3.0c
1,1061544,4.608520030975342,5.0c
2,1063933,4.273320198059082,5.0c
2,1076345,2.931380033493042,2.0c
0,1077101,2.704050064086914,5.0c
4,1078466,0.9979569911956787,1.0c
2,1083289,0.03125080093741417,0.0c
1,1085160,1.9296599626541138,1.0c
3,1087034,3.250080108642578,5.0c
0,1090637,4.212069988250732,2.0c
2,1091941,3.6193599700927734,3.0c
0,1094752,4.848949909210205,5.0c
0,1095706,2.738100051879883,4.0c
3,1098819,0.2962630093097687,0.0c
0,1100006,2.6001899242401123,2.0c
0,1101002,0.8252360224723816,1.0c
1,1102900,2.790329933166504,4.0c
0,1104325,2.814970016479492,1.0c
2,1106477,3.9644200801849365,4.0c
0,1106830,3.035290002822876,2.0c
2,1108628,3.8329501152038574,5.0c
2,1111728,4.627570152282715,5.0c
4,1113658,0.9839109778404236,1.0c
4,1120080,4.045569896697998,4.0c
4,1123467,4.052800178527832,3.0c
3,1123615,2.8547298908233643,5.0c
1,1126155,2.781219959259033,2.0c
0,1126782,1.933519959449768,1.0c
3,1126926,4.308499813079834,3.0c
0,1129554,1.8911999464035034,1.0c
3,1130636,4.17156982421875,5.0c
3,1131537,2.9785399436950684,2.0c
0,1132100,3.7652599811553955,3.0c
2,1132268,1.595960021018982,1.0c
0,1133403,4.374060153961182,5.0c
2,1136575,2.8175199031829834,5.0c
0,1138374,3.6082799434661865,2.0c
0,1141480,0.801816999912262,1.0c
4,1141960,2.4766600131988525,2.0c
2,1143433,3.3672499656677246,5.0c
0,1145762,3.6337199211120605,5.0c
1,1147034,3.998029947280884,4.0c
1,1148827,2.589639902114868,1.0c
0,1150748,4.175069808959961,4.0c
4,1153198,2.637310028076172,4.0c
4,1165345,4.2636399269104,4.0c
3,1165855,0.6483100056648254,0.0c
3,1165902,4.495349884033203,2.0c
4,1166665,0.7169489860534668,1.0c
1,1166876,1.065600037574768,1.0c
4,1170327,-0.011069400236010551,0.0c
1,1172044,3.659440040588379,3.0c
1,1176422,4.223599910736084,5.0c
0,1176474,-0.08134140074253082,0.0c
3,1177013,3.284290075302124,3.0c
3,1178603,3.2077300548553467,3.0c
4,1184411,0.10193199664354324,0.0c
4,1185945,2.4133200645446777,2.0c
0,1186194,4.2358598709106445,3.0c
1,1187503,3.957789897918701,5.0c
0,1192787,4.691740036010742,4.0c
3,1201014,3.82807993888855,5.0c
2,1210462,3.2722699642181396,3.0c
0,1213068,4.515439987182617,5.0c
0,1214588,2.5338399410247803,3.0c
0,1215616,1.7977099418640137,3.0c
3,1219272,2.998110055923462,3.0c
2,1222643,1.8575600385665894,2.0c
4,1228877,3.02632999420166,2.0c
0,1232996,4.577179908752441,5.0c
4,1234056,1.0749200582504272,1.0c
2,1237822,1.6480799913406372,0.0c
3,1238408,0.7310789823532104,0.0c
0,1239211,2.2685000896453857,2.0c
2,1239743,1.1697900295257568,0.0c
0,1241830,3.9791998863220215,5.0c
3,1241977,2.4373700618743896,2.0c
3,1243141,4.447140216827393,3.0c
1,1245148,4.388710021972656,4.0c
0,1249041,2.5916500091552734,2.0c
4,1254208,2.9616498947143555,2.0c
2,1257169,2.6298999786376953,2.0c
2,1259246,4.411769866943359,5.0c
3,1265342,3.3411800861358643,2.0c
1,1267838,4.687379837036133,5.0c
3,1268530,0.9535809755325317,0.0c
0,1268765,1.7910699844360352,2.0c
2,1272308,0.9351249933242798,1.0c
4,1276640,1.452280044555664,1.0c
1,1277064,-0.05062910169363022,0.0c
2,1278063,0.7019519805908203,0.0c
1,1278130,1.4124599695205688,2.0c
0,1284488,-0.08704899996519089,0.0c
3,1286918,4.226329803466797,3.0c
3,1287123,3.4769599437713623,4.0c
2,1303111,3.7111599445343018,3.0c
0,1305399,1.588729977607727,1.0c
1,1305412,0.93299400806427,0.0c
0,1308956,0.45029300451278687,0.0c
2,1314234,2.5762500762939453,4.0c
3,1319347,1.2532399892807007,4.0c
4,1323610,0.14534400403499603,0.0c
2,1324357,1.4673899412155151,4.0c
3,1325300,1.2660800218582153,1.0c
0,1327213,3.9357900619506836,4.0c
3,1327716,0.8071470260620117,1.0c
2,1328236,3.9826300144195557,5.0c
4,1330156,4.301809787750244,2.0c
2,1330528,3.624929904937744,5.0c
4,1330654,1.9983999729156494,2.0c
1,1336598,-0.11017999798059464,0.0c
1,1341419,3.1667799949645996,4.0c
2,1343073,4.003280162811279,4.0c
3,1343235,2.043070077896118,2.0c
0,1346987,2.5783400535583496,2.0c
1,1349037,2.4026100635528564,2.0c
4,1349711,1.4223099946975708,3.0c
4,1353717,3.888469934463501,5.0c
3,1354151,4.649509906768799,5.0c
